chromosome,start,end,width,strand,name,geneStart,geneEnd,geneLength,geneId,distanceToTSS
AaegL5_2,2032434,2032616,183,*,aaeBF_Ac_rep12-kd-q5_peak_4352,2167798,2168640,843,AAEL020663,-135182
AaegL5_2,2070020,2070298,279,*,aaeBF_Ac_rep12-kd-q5_peak_4353,2167798,2168640,843,AAEL020663,-97500
AaegL5_2,2106297,2106479,183,*,aaeBF_Ac_rep12-kd-q5_peak_4354,2167798,2168640,843,AAEL020663,-61319
AaegL5_2,2107658,2107840,183,*,aaeBF_Ac_rep12-kd-q5_peak_4355,2167798,2168640,843,AAEL020663,-59958
AaegL5_2,2109141,2109357,217,*,aaeBF_Ac_rep12-kd-q5_peak_4356,2167798,2168640,843,AAEL020663,-58441
AaegL5_2,10936086,10936290,205,*,aaeBF_Ac_rep12-kd-q5_peak_4535,10877617,10881158,3542,AAEL023152,-54928
AaegL5_2,13924992,13925224,233,*,aaeBF_Ac_rep12-kd-q5_peak_4554,13871341,13889243,17903,AAEL019529,53651
AaegL5_2,13933144,13933569,426,*,aaeBF_Ac_rep12-kd-q5_peak_4555,13983737,13984410,674,AAEL024874,50841
AaegL5_2,14047641,14047841,201,*,aaeBF_Ac_rep12-kd-q5_peak_4561,13990410,13991044,635,AAEL025192,-56597
AaegL5_2,14049011,14049212,202,*,aaeBF_Ac_rep12-kd-q5_peak_4562,13990410,13991044,635,AAEL025192,-57967
AaegL5_2,14051001,14051551,551,*,aaeBF_Ac_rep12-kd-q5_peak_4563,13990410,13991044,635,AAEL025192,-59957
AaegL5_2,14138223,14138404,182,*,aaeBF_Ac_rep12-kd-q5_peak_4564,14211825,14215716,3892,AAEL002721,77312
AaegL5_2,14139319,14139876,558,*,aaeBF_Ac_rep12-kd-q5_peak_4565,14211825,14215716,3892,AAEL002721,75840
AaegL5_2,14148384,14148558,175,*,aaeBF_Ac_rep12-kd-q5_peak_4566,14211825,14215716,3892,AAEL002721,67158
AaegL5_2,14156343,14156630,288,*,aaeBF_Ac_rep12-kd-q5_peak_4567,14211825,14215716,3892,AAEL002721,59086
AaegL5_2,14156973,14157282,310,*,aaeBF_Ac_rep12-kd-q5_peak_4568,14211825,14215716,3892,AAEL002721,58434
AaegL5_2,14163905,14164304,400,*,aaeBF_Ac_rep12-kd-q5_peak_4569,14211825,14215716,3892,AAEL002721,51412
AaegL5_2,14355628,14355813,186,*,aaeBF_Ac_rep12-kd-q5_peak_4577,14407438,14409063,1626,AAEL002699,53250
AaegL5_2,32725850,32726039,190,*,aaeBF_Ac_rep12-kd-q5_peak_4894,32782961,32783517,557,AAEL021299,57478
AaegL5_2,34488442,34488745,304,*,aaeBF_Ac_rep12-kd-q5_peak_4933,34555440,34727246,171807,AAEL019581,-66695
AaegL5_2,38638424,38638702,279,*,aaeBF_Ac_rep12-kd-q5_peak_5003,37981744,38486852,505109,AAEL001734,-151572
AaegL5_2,38694525,38694773,249,*,aaeBF_Ac_rep12-kd-q5_peak_5004,38727510,38849811,122302,AAEL001748,155038
AaegL5_2,40323631,40323811,181,*,aaeBF_Ac_rep12-kd-q5_peak_5032,40392858,40394052,1195,AAEL026485,-69047
AaegL5_2,42804215,42804592,378,*,aaeBF_Ac_rep12-kd-q5_peak_5052,42679990,42681806,1817,AAEL021069,124225
AaegL5_2,47935095,47935411,317,*,aaeBF_Ac_rep12-kd-q5_peak_5159,48000116,48026370,26255,AAEL023787,-64705
AaegL5_2,52201592,52201917,326,*,aaeBF_Ac_rep12-kd-q5_peak_5240,52150209,52151957,1749,AAEL000721,51383
AaegL5_2,52304726,52304905,180,*,aaeBF_Ac_rep12-kd-q5_peak_5241,52150209,52151957,1749,AAEL000721,154517
AaegL5_2,53038914,53039077,164,*,aaeBF_Ac_rep12-kd-q5_peak_5244,53198484,54617076,1418593,AAEL000729,-159407
AaegL5_2,54688944,54689248,305,*,aaeBF_Ac_rep12-kd-q5_peak_5249,54740811,54741301,491,AAEL027992,-51563
AaegL5_2,54835467,54835643,177,*,aaeBF_Ac_rep12-kd-q5_peak_5250,54781497,54783427,1931,AAEL000748,-52040
AaegL5_2,56713225,56713450,226,*,aaeBF_Ac_rep12-kd-q5_peak_5293,56612500,56614139,1640,AAEL001326,-99086
AaegL5_2,56722620,56722827,208,*,aaeBF_Ac_rep12-kd-q5_peak_5294,56612500,56614139,1640,AAEL001326,-108481
AaegL5_2,56778637,56779574,938,*,aaeBF_Ac_rep12-kd-q5_peak_5295,56909176,56909763,588,AAEL026598,-129602
AaegL5_2,56779925,56780090,166,*,aaeBF_Ac_rep12-kd-q5_peak_5296,56909176,56909763,588,AAEL026598,-129086
AaegL5_2,56832266,56832680,415,*,aaeBF_Ac_rep12-kd-q5_peak_5297,56909176,56909763,588,AAEL026598,-76496
AaegL5_2,61630610,61630930,321,*,aaeBF_Ac_rep12-kd-q5_peak_5372,61733362,61733724,363,AAEL023612,102794
AaegL5_2,61650393,61651028,636,*,aaeBF_Ac_rep12-kd-q5_peak_5373,61733362,61733724,363,AAEL023612,82696
AaegL5_2,65978572,65978780,209,*,aaeBF_Ac_rep12-kd-q5_peak_5460,65750361,65918796,168436,AAEL023898,-59776
AaegL5_2,65979472,65979788,317,*,aaeBF_Ac_rep12-kd-q5_peak_5461,65750361,65918796,168436,AAEL023898,-60676
AaegL5_2,67727450,67727632,183,*,aaeBF_Ac_rep12-kd-q5_peak_5482,67651091,67668610,17520,AAEL008290,-58840
AaegL5_2,69889402,69889676,275,*,aaeBF_Ac_rep12-kd-q5_peak_5537,69945314,70482083,536770,AAEL005255,-55638
AaegL5_2,70565362,70565590,229,*,aaeBF_Ac_rep12-kd-q5_peak_5551,70670085,70671346,1262,AAEL022351,-104495
AaegL5_2,72531142,72531319,178,*,aaeBF_Ac_rep12-kd-q5_peak_5571,72587974,72588485,512,AAEL004915,57166
AaegL5_2,74308200,74308471,272,*,aaeBF_Ac_rep12-kd-q5_peak_5582,74383247,74385989,2743,AAEL000269,-74776
AaegL5_2,74930771,74930949,179,*,aaeBF_Ac_rep12-kd-q5_peak_5591,74990331,75322633,332303,AAEL000288,-59382
AaegL5_2,78583838,78584353,516,*,aaeBF_Ac_rep12-kd-q5_peak_5669,78262115,78528396,266282,AAEL024570,-55442
AaegL5_2,78975533,78975695,163,*,aaeBF_Ac_rep12-kd-q5_peak_5682,78891841,78892922,1082,AAEL015606,-82611
AaegL5_2,78984669,78985017,349,*,aaeBF_Ac_rep12-kd-q5_peak_5683,78891841,78892922,1082,AAEL015606,-91747
AaegL5_2,81092030,81092302,273,*,aaeBF_Ac_rep12-kd-q5_peak_5698,81165741,81188028,22288,AAEL011500,-73439
AaegL5_2,81095265,81095598,334,*,aaeBF_Ac_rep12-kd-q5_peak_5699,81165741,81188028,22288,AAEL011500,-70143
AaegL5_2,81348755,81348981,227,*,aaeBF_Ac_rep12-kd-q5_peak_5703,81402986,81721021,318036,AAEL011506,-54005
AaegL5_2,85733668,85733839,172,*,aaeBF_Ac_rep12-kd-q5_peak_5796,85669024,85669430,407,AAEL029021,-64238
AaegL5_2,91243773,91244111,339,*,aaeBF_Ac_rep12-kd-q5_peak_5877,91172669,91172813,145,AAEL019272,71104
AaegL5_2,91420185,91420349,165,*,aaeBF_Ac_rep12-kd-q5_peak_5882,91340142,91340214,73,AAEL018956,80043
AaegL5_2,91475214,91475572,359,*,aaeBF_Ac_rep12-kd-q5_peak_5883,91528821,91825068,296248,AAEL024153,-53249
AaegL5_2,100480638,100480884,247,*,aaeBF_Ac_rep12-kd-q5_peak_6047,100384751,100386008,1258,AAEL024942,95887
AaegL5_2,104035038,104035247,210,*,aaeBF_Ac_rep12-kd-q5_peak_6084,103978340,103980942,2603,AAEL012969,56698
AaegL5_2,108415045,108415411,367,*,aaeBF_Ac_rep12-kd-q5_peak_6124,108485663,108486277,615,AAEL024648,70866
AaegL5_2,108422003,108422295,293,*,aaeBF_Ac_rep12-kd-q5_peak_6125,108485663,108486277,615,AAEL024648,63982
AaegL5_2,108963310,108963498,189,*,aaeBF_Ac_rep12-kd-q5_peak_6137,108769240,108770191,952,AAEL014292,-193119
AaegL5_2,116931230,116931435,206,*,aaeBF_Ac_rep12-kd-q5_peak_6220,116764541,116788825,24285,AAEL014391,166689
AaegL5_2,122759991,122760169,179,*,aaeBF_Ac_rep12-kd-q5_peak_6303,122839553,122863818,24266,AAEL013876,103649
AaegL5_2,122810487,122810760,274,*,aaeBF_Ac_rep12-kd-q5_peak_6304,122839553,122863818,24266,AAEL013876,53058
AaegL5_2,125546054,125546421,368,*,aaeBF_Ac_rep12-kd-q5_peak_6352,125448842,125450364,1523,AAEL003602,97212
AaegL5_2,125592231,125592731,501,*,aaeBF_Ac_rep12-kd-q5_peak_6353,125654138,125655249,1112,AAEL025995,62518
AaegL5_2,125602023,125602266,244,*,aaeBF_Ac_rep12-kd-q5_peak_6354,125654138,125655249,1112,AAEL025995,52983
AaegL5_2,128247088,128247301,214,*,aaeBF_Ac_rep12-kd-q5_peak_6407,128184236,128241755,57520,AAEL002358,62852
AaegL5_2,130182044,130182456,413,*,aaeBF_Ac_rep12-kd-q5_peak_6425,130250613,130253083,2471,AAEL013303,-68157
AaegL5_2,133624636,133624829,194,*,aaeBF_Ac_rep12-kd-q5_peak_6475,133740815,134170366,429552,AAEL016992,-115986
AaegL5_2,138927092,138927372,281,*,aaeBF_Ac_rep12-kd-q5_peak_6575,138986938,138987797,860,AAEL022600,60425
AaegL5_2,139624029,139624196,168,*,aaeBF_Ac_rep12-kd-q5_peak_6591,139682166,139702239,20074,AAEL012093,-57970
AaegL5_2,139877955,139878134,180,*,aaeBF_Ac_rep12-kd-q5_peak_6602,139729141,139823476,94336,AAEL012092,-54479
AaegL5_2,141330872,141331100,229,*,aaeBF_Ac_rep12-kd-q5_peak_6633,141245997,141246068,72,AAEL018955,-84804
AaegL5_2,141429659,141430036,378,*,aaeBF_Ac_rep12-kd-q5_peak_6634,141245997,141246068,72,AAEL018955,-183591
AaegL5_2,141671016,141671348,333,*,aaeBF_Ac_rep12-kd-q5_peak_6640,141781501,141782447,947,AAEL023771,111099
AaegL5_2,141704508,141704933,426,*,aaeBF_Ac_rep12-kd-q5_peak_6641,141781501,141782447,947,AAEL023771,77514
AaegL5_2,141705306,141705529,224,*,aaeBF_Ac_rep12-kd-q5_peak_6642,141781501,141782447,947,AAEL023771,76918
AaegL5_2,141722357,141723004,648,*,aaeBF_Ac_rep12-kd-q5_peak_6643,141781501,141782447,947,AAEL023771,59443
AaegL5_2,141723701,141723876,176,*,aaeBF_Ac_rep12-kd-q5_peak_6644,141781501,141782447,947,AAEL023771,58571
AaegL5_2,141729895,141730695,801,*,aaeBF_Ac_rep12-kd-q5_peak_6645,141781501,141782447,947,AAEL023771,51752
AaegL5_2,141853103,141854324,1222,*,aaeBF_Ac_rep12-kd-q5_peak_6652,141781501,141782447,947,AAEL023771,-70656
AaegL5_2,141897423,141897688,266,*,aaeBF_Ac_rep12-kd-q5_peak_6653,141781501,141782447,947,AAEL023771,-114976
AaegL5_2,141912975,141913397,423,*,aaeBF_Ac_rep12-kd-q5_peak_6654,141781501,141782447,947,AAEL023771,-130528
AaegL5_2,141939604,141940066,463,*,aaeBF_Ac_rep12-kd-q5_peak_6655,141781501,141782447,947,AAEL023771,-157157
AaegL5_2,141950954,141951363,410,*,aaeBF_Ac_rep12-kd-q5_peak_6656,141781501,141782447,947,AAEL023771,-168507
AaegL5_2,143299197,143299582,386,*,aaeBF_Ac_rep12-kd-q5_peak_6721,143365785,143366481,697,AAEL027165,66899
AaegL5_2,144191315,144191745,431,*,aaeBF_Ac_rep12-kd-q5_peak_6737,144253731,144256079,2349,AAEL014595,-61986
AaegL5_2,144192216,144192688,473,*,aaeBF_Ac_rep12-kd-q5_peak_6738,144253731,144256079,2349,AAEL014595,-61043
AaegL5_2,144343914,144344162,249,*,aaeBF_Ac_rep12-kd-q5_peak_6743,144272882,144274702,1821,AAEL012086,71032
AaegL5_2,144424044,144424327,284,*,aaeBF_Ac_rep12-kd-q5_peak_6744,144504066,144939756,435691,AAEL018234,-79739
AaegL5_2,144435568,144435810,243,*,aaeBF_Ac_rep12-kd-q5_peak_6745,144504066,144939756,435691,AAEL018234,-68256
AaegL5_2,149498407,149498824,418,*,aaeBF_Ac_rep12-kd-q5_peak_6828,149416020,149417964,1945,AAEL007188,82387
AaegL5_2,149499545,149499730,186,*,aaeBF_Ac_rep12-kd-q5_peak_6829,149416020,149417964,1945,AAEL007188,83525
AaegL5_2,149513044,149513470,427,*,aaeBF_Ac_rep12-kd-q5_peak_6830,149416020,149417964,1945,AAEL007188,97024
AaegL5_2,149540130,149540621,492,*,aaeBF_Ac_rep12-kd-q5_peak_6831,149588461,149648908,60448,AAEL023521,108287
AaegL5_2,152087967,152088163,197,*,aaeBF_Ac_rep12-kd-q5_peak_6877,151998677,152051166,52490,AAEL001273,89290
AaegL5_2,152122300,152122469,170,*,aaeBF_Ac_rep12-kd-q5_peak_6878,152216891,152574112,357222,AAEL021982,-94422
AaegL5_2,152580874,152581695,822,*,aaeBF_Ac_rep12-kd-q5_peak_6881,152587010,152651919,64910,AAEL026075,70224
AaegL5_2,152581970,152582374,405,*,aaeBF_Ac_rep12-kd-q5_peak_6882,152587010,152651919,64910,AAEL026075,69545
AaegL5_2,153400998,153401259,262,*,aaeBF_Ac_rep12-kd-q5_peak_6908,153324498,153346751,22254,AAEL023030,-54247
AaegL5_2,153428335,153428668,334,*,aaeBF_Ac_rep12-kd-q5_peak_6909,153479200,153497958,18759,AAEL001257,-50532
AaegL5_2,158447777,158448314,538,*,aaeBF_Ac_rep12-kd-q5_peak_6998,158373828,158374941,1114,AAEL008766,73949
AaegL5_2,160954921,160955129,209,*,aaeBF_Ac_rep12-kd-q5_peak_7041,161047749,161048052,304,AAEL021912,-92620
AaegL5_2,160955370,160955557,188,*,aaeBF_Ac_rep12-kd-q5_peak_7042,161047749,161048052,304,AAEL021912,-92192
AaegL5_2,160956921,160957571,651,*,aaeBF_Ac_rep12-kd-q5_peak_7043,161047749,161048052,304,AAEL021912,-90178
AaegL5_2,162190962,162191403,442,*,aaeBF_Ac_rep12-kd-q5_peak_7058,162090034,162090615,582,AAEL024324,100928
AaegL5_2,162237689,162238246,558,*,aaeBF_Ac_rep12-kd-q5_peak_7059,162090034,162090615,582,AAEL024324,147655
AaegL5_2,162633612,162634169,558,*,aaeBF_Ac_rep12-kd-q5_peak_7078,162766835,162769200,2366,AAEL024269,135031
AaegL5_2,162664043,162664264,222,*,aaeBF_Ac_rep12-kd-q5_peak_7079,162766835,162769200,2366,AAEL024269,104936
AaegL5_2,162664673,162664889,217,*,aaeBF_Ac_rep12-kd-q5_peak_7080,162766835,162769200,2366,AAEL024269,104311
AaegL5_2,162688996,162689265,270,*,aaeBF_Ac_rep12-kd-q5_peak_7081,162766835,162769200,2366,AAEL024269,79935
AaegL5_2,162711754,162712029,276,*,aaeBF_Ac_rep12-kd-q5_peak_7082,162766835,162769200,2366,AAEL024269,57171
AaegL5_2,162714839,162715040,202,*,aaeBF_Ac_rep12-kd-q5_peak_7083,162766835,162769200,2366,AAEL024269,54160
AaegL5_2,163215948,163216247,300,*,aaeBF_Ac_rep12-kd-q5_peak_7096,162937892,163160681,222790,AAEL007105,-55267
AaegL5_2,164944916,164945081,166,*,aaeBF_Ac_rep12-kd-q5_peak_7112,165047230,165048550,1321,AAEL027604,-102149
AaegL5_2,166233921,166234113,193,*,aaeBF_Ac_rep12-kd-q5_peak_7135,166105477,166187010,81534,AAEL001749,128444
AaegL5_2,166303662,166303825,164,*,aaeBF_Ac_rep12-kd-q5_peak_7136,166415298,166499732,84435,AAEL025977,195907
AaegL5_2,166979713,166979877,165,*,aaeBF_Ac_rep12-kd-q5_peak_7150,166905760,166906650,891,AAEL022838,-73063
AaegL5_2,167707154,167707331,178,*,aaeBF_Ac_rep12-kd-q5_peak_7151,167564078,167565270,1193,AAEL021034,-141884
AaegL5_2,170319159,170319546,388,*,aaeBF_Ac_rep12-kd-q5_peak_7190,170180185,170238434,58250,AAEL014510,-80725
AaegL5_2,174013579,174013943,365,*,aaeBF_Ac_rep12-kd-q5_peak_7260,174062123,174071503,9381,AAEL023444,57560
AaegL5_2,175340830,175341599,770,*,aaeBF_Ac_rep12-kd-q5_peak_7303,175283153,175284245,1093,AAEL002324,57677
AaegL5_2,175346685,175346891,207,*,aaeBF_Ac_rep12-kd-q5_peak_7304,175283153,175284245,1093,AAEL002324,63532
AaegL5_2,175357139,175357491,353,*,aaeBF_Ac_rep12-kd-q5_peak_7305,175283153,175284245,1093,AAEL002324,73986
AaegL5_2,175382231,175383029,799,*,aaeBF_Ac_rep12-kd-q5_peak_7306,175481006,175486528,5523,AAEL014964,-97977
AaegL5_2,175424089,175424599,511,*,aaeBF_Ac_rep12-kd-q5_peak_7307,175481006,175486528,5523,AAEL014964,-56407
AaegL5_2,175558598,175559104,507,*,aaeBF_Ac_rep12-kd-q5_peak_7316,175481006,175486528,5523,AAEL014964,77592
AaegL5_2,175589880,175590262,383,*,aaeBF_Ac_rep12-kd-q5_peak_7317,175646188,175653652,7465,AAEL002355,-55926
AaegL5_2,181038045,181038339,295,*,aaeBF_Ac_rep12-kd-q5_peak_7391,180985794,180987287,1494,AAEL022776,-50758
AaegL5_2,181683386,181683588,203,*,aaeBF_Ac_rep12-kd-q5_peak_7394,181717255,181737377,20123,AAEL011178,53789
AaegL5_2,182086771,182086972,202,*,aaeBF_Ac_rep12-kd-q5_peak_7404,181979476,182056126,76651,AAEL011179,107295
AaegL5_2,182138389,182138641,253,*,aaeBF_Ac_rep12-kd-q5_peak_7405,182222320,182229957,7638,AAEL020164,-83679
AaegL5_2,183495769,183496059,291,*,aaeBF_Ac_rep12-kd-q5_peak_7463,183440022,183440868,847,AAEL009661,55747
AaegL5_2,184202441,184202639,199,*,aaeBF_Ac_rep12-kd-q5_peak_7468,184253226,184253595,370,AAEL024402,-50587
AaegL5_2,189198121,189198498,378,*,aaeBF_Ac_rep12-kd-q5_peak_7558,188540513,189110681,570169,AAEL019986,-87440
AaegL5_2,189265787,189265958,172,*,aaeBF_Ac_rep12-kd-q5_peak_7559,188540513,189110681,570169,AAEL019986,-155106
AaegL5_2,190077254,190077454,201,*,aaeBF_Ac_rep12-kd-q5_peak_7567,189962749,190017878,55130,AAEL020073,114505
AaegL5_2,190301002,190301341,340,*,aaeBF_Ac_rep12-kd-q5_peak_7569,190248453,190259612,11160,AAEL021878,52549
AaegL5_2,190424895,190425430,536,*,aaeBF_Ac_rep12-kd-q5_peak_7570,190359173,190359902,730,AAEL020077,-64993
AaegL5_2,190447370,190447679,310,*,aaeBF_Ac_rep12-kd-q5_peak_7571,190359173,190359902,730,AAEL020077,-87468
AaegL5_2,190622748,190623079,332,*,aaeBF_Ac_rep12-kd-q5_peak_7572,190566769,190568729,1961,AAEL011944,55979
AaegL5_2,190658925,190659185,261,*,aaeBF_Ac_rep12-kd-q5_peak_7573,190566769,190568729,1961,AAEL011944,92156
AaegL5_2,190659632,190659935,304,*,aaeBF_Ac_rep12-kd-q5_peak_7574,190566769,190568729,1961,AAEL011944,92863
AaegL5_2,190697716,190698176,461,*,aaeBF_Ac_rep12-kd-q5_peak_7575,190755986,190760248,4263,AAEL027674,-57810
AaegL5_2,190698874,190699096,223,*,aaeBF_Ac_rep12-kd-q5_peak_7576,190755986,190760248,4263,AAEL027674,-56890
AaegL5_2,190811089,190811288,200,*,aaeBF_Ac_rep12-kd-q5_peak_7588,190755986,190760248,4263,AAEL027674,55103
AaegL5_2,190889147,190889673,527,*,aaeBF_Ac_rep12-kd-q5_peak_7589,190755986,190760248,4263,AAEL027674,133161
AaegL5_2,190908266,190908510,245,*,aaeBF_Ac_rep12-kd-q5_peak_7590,190755986,190760248,4263,AAEL027674,152280
AaegL5_2,190924979,190925150,172,*,aaeBF_Ac_rep12-kd-q5_peak_7591,191066060,191066908,849,AAEL027272,141758
AaegL5_2,190946690,190946905,216,*,aaeBF_Ac_rep12-kd-q5_peak_7592,191066060,191066908,849,AAEL027272,120003
AaegL5_2,190984448,190985091,644,*,aaeBF_Ac_rep12-kd-q5_peak_7593,191066060,191066908,849,AAEL027272,81817
AaegL5_2,191005929,191006289,361,*,aaeBF_Ac_rep12-kd-q5_peak_7594,191066060,191066908,849,AAEL027272,60619
AaegL5_2,191528589,191528876,288,*,aaeBF_Ac_rep12-kd-q5_peak_7609,191439615,191439687,73,AAEL016899,-88902
AaegL5_2,191530189,191530438,250,*,aaeBF_Ac_rep12-kd-q5_peak_7610,191439615,191439687,73,AAEL016899,-90502
AaegL5_2,191559842,191560352,511,*,aaeBF_Ac_rep12-kd-q5_peak_7611,191439615,191439687,73,AAEL016899,-120155
AaegL5_2,191582311,191582642,332,*,aaeBF_Ac_rep12-kd-q5_peak_7612,191684860,191685267,408,AAEL023875,-102218
AaegL5_2,191583111,191583285,175,*,aaeBF_Ac_rep12-kd-q5_peak_7613,191684860,191685267,408,AAEL023875,-101575
AaegL5_2,191590541,191590736,196,*,aaeBF_Ac_rep12-kd-q5_peak_7614,191684860,191685267,408,AAEL023875,-94124
AaegL5_2,191602437,191603029,593,*,aaeBF_Ac_rep12-kd-q5_peak_7615,191684860,191685267,408,AAEL023875,-81831
AaegL5_2,192912471,192912878,408,*,aaeBF_Ac_rep12-kd-q5_peak_7647,192999631,193024126,24496,AAEL011854,-86753
AaegL5_2,192913068,192913572,505,*,aaeBF_Ac_rep12-kd-q5_peak_7648,192999631,193024126,24496,AAEL011854,-86059
AaegL5_2,192926041,192926251,211,*,aaeBF_Ac_rep12-kd-q5_peak_7649,192999631,193024126,24496,AAEL011854,-73380
AaegL5_2,192940199,192940370,172,*,aaeBF_Ac_rep12-kd-q5_peak_7650,192999631,193024126,24496,AAEL011854,-59261
AaegL5_2,193824424,193824605,182,*,aaeBF_Ac_rep12-kd-q5_peak_7681,193912862,194399611,486750,AAEL001925,-88257
AaegL5_2,201053517,201053698,182,*,aaeBF_Ac_rep12-kd-q5_peak_7821,200971966,200978796,6831,AAEL025585,-74721
AaegL5_2,203432009,203432183,175,*,aaeBF_Ac_rep12-kd-q5_peak_7825,203547189,203548210,1022,AAEL027058,-115006
AaegL5_2,207000407,207000659,253,*,aaeBF_Ac_rep12-kd-q5_peak_7901,206832059,206836797,4739,AAEL003560,168348
AaegL5_2,210093196,210093755,560,*,aaeBF_Ac_rep12-kd-q5_peak_7936,209767775,210029325,261551,AAEL018236,-63871
AaegL5_2,217124628,217124831,204,*,aaeBF_Ac_rep12-kd-q5_peak_8058,217188385,217277990,89606,AAEL003494,153159
AaegL5_2,222926879,222927125,247,*,aaeBF_Ac_rep12-kd-q5_peak_8179,222876055,222876817,763,AAEL022563,50824
AaegL5_2,222995618,222995841,224,*,aaeBF_Ac_rep12-kd-q5_peak_8180,222876055,222876817,763,AAEL022563,119563
AaegL5_2,223089396,223089597,202,*,aaeBF_Ac_rep12-kd-q5_peak_8181,223221547,223222111,565,AAEL025823,132514
AaegL5_2,223425569,223425752,184,*,aaeBF_Ac_rep12-kd-q5_peak_8182,223228474,223229086,613,AAEL021247,-196483
AaegL5_2,223428537,223428717,181,*,aaeBF_Ac_rep12-kd-q5_peak_8183,223228474,223229086,613,AAEL021247,-199451
AaegL5_2,223755403,223755763,361,*,aaeBF_Ac_rep12-kd-q5_peak_8194,223531316,223691749,160434,AAEL007502,-63654
AaegL5_2,223819720,223820380,661,*,aaeBF_Ac_rep12-kd-q5_peak_8195,223531316,223691749,160434,AAEL007502,-127971
AaegL5_2,223863984,223864185,202,*,aaeBF_Ac_rep12-kd-q5_peak_8196,223531316,223691749,160434,AAEL007502,-172235
AaegL5_2,224145150,224145328,179,*,aaeBF_Ac_rep12-kd-q5_peak_8205,223929432,224077248,147817,AAEL007505,-67902
AaegL5_2,224158058,224158380,323,*,aaeBF_Ac_rep12-kd-q5_peak_8206,223929432,224077248,147817,AAEL007505,-80810
AaegL5_2,224171801,224172163,363,*,aaeBF_Ac_rep12-kd-q5_peak_8207,223929432,224077248,147817,AAEL007505,-94553
AaegL5_2,224279806,224280222,417,*,aaeBF_Ac_rep12-kd-q5_peak_8208,224334401,224742212,407812,AAEL019846,-54179
AaegL5_2,224950481,224950666,186,*,aaeBF_Ac_rep12-kd-q5_peak_8231,224877205,224908116,30912,AAEL012148,73276
AaegL5_2,235661921,235662112,192,*,aaeBF_Ac_rep12-kd-q5_peak_8402,235607780,235619965,12186,AAEL011081,54141
AaegL5_2,235667812,235667987,176,*,aaeBF_Ac_rep12-kd-q5_peak_8403,235607780,235619965,12186,AAEL011081,60032
AaegL5_2,235691886,235692065,180,*,aaeBF_Ac_rep12-kd-q5_peak_8404,235607780,235619965,12186,AAEL011081,84106
AaegL5_2,235765888,235766057,170,*,aaeBF_Ac_rep12-kd-q5_peak_8405,235843449,235843520,72,AAEL016772,77463
AaegL5_2,236164830,236165741,912,*,aaeBF_Ac_rep12-kd-q5_peak_8415,235930536,236065008,134473,AAEL011086,-99822
AaegL5_2,236166968,236167187,220,*,aaeBF_Ac_rep12-kd-q5_peak_8416,235930536,236065008,134473,AAEL011086,-101960
AaegL5_2,236220866,236221451,586,*,aaeBF_Ac_rep12-kd-q5_peak_8417,235930536,236065008,134473,AAEL011086,-155858
AaegL5_2,236338697,236339228,532,*,aaeBF_Ac_rep12-kd-q5_peak_8425,236530881,236533466,2586,AAEL006476,-191653
AaegL5_2,236389997,236390242,246,*,aaeBF_Ac_rep12-kd-q5_peak_8426,236530881,236533466,2586,AAEL006476,-140639
AaegL5_2,236442536,236442722,187,*,aaeBF_Ac_rep12-kd-q5_peak_8427,236530881,236533466,2586,AAEL006476,-88159
AaegL5_2,236448599,236449314,716,*,aaeBF_Ac_rep12-kd-q5_peak_8428,236530881,236533466,2586,AAEL006476,-81567
AaegL5_2,236466980,236467160,181,*,aaeBF_Ac_rep12-kd-q5_peak_8429,236530881,236533466,2586,AAEL006476,-63721
AaegL5_2,236593271,236593464,194,*,aaeBF_Ac_rep12-kd-q5_peak_8441,236533295,236534955,1661,AAEL025505,-58316
AaegL5_2,236604009,236604176,168,*,aaeBF_Ac_rep12-kd-q5_peak_8442,236533295,236534955,1661,AAEL025505,-69054
AaegL5_2,236693752,236693978,227,*,aaeBF_Ac_rep12-kd-q5_peak_8443,236533295,236534955,1661,AAEL025505,-158797
AaegL5_2,236702074,236702252,179,*,aaeBF_Ac_rep12-kd-q5_peak_8444,236533295,236534955,1661,AAEL025505,-167119
AaegL5_2,236723004,236723305,302,*,aaeBF_Ac_rep12-kd-q5_peak_8445,236533295,236534955,1661,AAEL025505,-188049
AaegL5_2,236724012,236724245,234,*,aaeBF_Ac_rep12-kd-q5_peak_8446,236533295,236534955,1661,AAEL025505,-189057
AaegL5_2,236850979,236851148,170,*,aaeBF_Ac_rep12-kd-q5_peak_8453,237023496,237158923,135428,AAEL021433,-172348
AaegL5_2,236943642,236943842,201,*,aaeBF_Ac_rep12-kd-q5_peak_8454,237023496,237158923,135428,AAEL021433,-79654
AaegL5_2,236957411,236957877,467,*,aaeBF_Ac_rep12-kd-q5_peak_8455,237023496,237158923,135428,AAEL021433,-65619
AaegL5_2,239833895,239834060,166,*,aaeBF_Ac_rep12-kd-q5_peak_8505,239782049,239807524,25476,AAEL028132,51846
AaegL5_2,239835420,239835665,246,*,aaeBF_Ac_rep12-kd-q5_peak_8506,239782049,239807524,25476,AAEL028132,53371
AaegL5_2,239852696,239853586,891,*,aaeBF_Ac_rep12-kd-q5_peak_8507,239782049,239807524,25476,AAEL028132,70647
AaegL5_2,239905162,239905695,534,*,aaeBF_Ac_rep12-kd-q5_peak_8508,239982093,239982333,241,AAEL021125,-76398
